cancer,omics,ROC,Sens,Spec,AUC,Precision,Recall,F,Accuracy,Kappa,Resample
LIHC,CNV,0.69811320754717,0.2,0.962264150943396,0.413833453647691,0.666666666666667,0.2,0.307692307692308,0.753424657534247,0.207478890229192,Fold1.Rep01
LIHC,CNV,0.457692307692308,0.15,0.980769230769231,0.324366840780414,0.75,0.15,0.25,0.75,0.173469387755102,Fold2.Rep01
LIHC,CNV,0.58670260557053,0,0.924528301886792,0.314732152923489,0,0,NA,0.662162162162162,-0.0998810939357909,Fold3.Rep01
LIHC,CNV,0.551923076923077,0.15,0.923076923076923,0.332269188217413,0.428571428571429,0.15,0.222222222222222,0.708333333333333,0.0913461538461542,Fold4.Rep01
LIHC,CNV,0.433962264150943,0,0.905660377358491,0.22665590220916,0,0,NA,0.657534246575342,-0.123076923076923,Fold5.Rep01
LIHC,CNV,0.604716981132076,0.15,0.905660377358491,0.350046892160254,0.375,0.15,0.214285714285714,0.698630136986301,0.0684454756380511,Fold1.Rep02
LIHC,CNV,0.467924528301887,0.05,0.867924528301887,0.252106741309885,0.125,0.05,0.0714285714285714,0.643835616438356,-0.10092807424594,Fold2.Rep02
LIHC,CNV,0.566346153846154,0.35,0.865384615384615,0.365196315477987,0.5,0.35,0.411764705882353,0.722222222222222,0.23728813559322,Fold3.Rep02
LIHC,CNV,0.536388140161725,0,0.981132075471698,0.293071242816236,0,0,NA,0.702702702702703,-0.0264817150063054,Fold4.Rep02
LIHC,CNV,0.6,0.05,0.942307692307692,0.354995319012228,0.25,0.05,0.0833333333333333,0.694444444444444,-0.0102040816326527,Fold5.Rep02
LIHC,CNV,0.570192307692308,0.1,0.942307692307692,0.327235058740212,0.4,0.1,0.16,0.708333333333333,0.0549999999999999,Fold1.Rep03
LIHC,CNV,0.65,0.15,0.961538461538462,0.377648037180868,0.6,0.15,0.24,0.736111111111111,0.145,Fold2.Rep03
LIHC,CNV,0.516037735849057,0.1,0.943396226415094,0.28509853659848,0.4,0.1,0.16,0.712328767123288,0.0566153846153844,Fold3.Rep03
LIHC,CNV,0.506738544474393,0.0952380952380952,0.905660377358491,0.284733319182936,0.285714285714286,0.0952380952380952,0.142857142857143,0.675675675675676,0.00112485939257589,Fold4.Rep03
LIHC,CNV,0.591509433962264,0.2,0.905660377358491,0.36552673704768,0.444444444444444,0.2,0.275862068965517,0.712328767123288,0.127490039840637,Fold5.Rep03
LIHC,CNV,0.536792452830189,0.1,0.924528301886792,0.310976759060937,0.333333333333333,0.1,0.153846153846154,0.698630136986301,0.0313630880579011,Fold1.Rep04
LIHC,CNV,0.560377358490566,0.1,0.943396226415094,0.349708102496688,0.4,0.1,0.16,0.712328767123288,0.0566153846153844,Fold2.Rep04
LIHC,CNV,0.573260073260073,0.142857142857143,0.923076923076923,0.356436255182865,0.428571428571429,0.142857142857143,0.214285714285714,0.698630136986301,0.0822857142857145,Fold3.Rep04
LIHC,CNV,0.641509433962264,0.2,0.867924528301887,0.347822050553675,0.363636363636364,0.2,0.258064516129032,0.684931506849315,0.0789906747120133,Fold4.Rep04
LIHC,CNV,0.498076923076923,0.1,0.980769230769231,0.270246666239078,0.666666666666667,0.1,0.173913043478261,0.736111111111111,0.109375,Fold5.Rep04
LIHC,CNV,0.539423076923077,0.1,0.961538461538462,0.337698267434235,0.5,0.1,0.166666666666667,0.722222222222222,0.0816326530612248,Fold1.Rep05
LIHC,CNV,0.454627133872417,0.0952380952380952,0.867924528301887,0.256161881311775,0.222222222222222,0.0952380952380952,0.133333333333333,0.648648648648649,-0.0445168295331159,Fold2.Rep05
LIHC,CNV,0.602830188679245,0.1,0.924528301886792,0.311161957160416,0.333333333333333,0.1,0.153846153846154,0.698630136986301,0.0313630880579011,Fold3.Rep05
LIHC,CNV,0.6375,0.15,0.923076923076923,0.396017144963704,0.428571428571429,0.15,0.222222222222222,0.708333333333333,0.0913461538461542,Fold4.Rep05
LIHC,CNV,0.608490566037736,0.2,0.943396226415094,0.364634949891298,0.571428571428571,0.2,0.296296296296296,0.73972602739726,0.179775280898877,Fold5.Rep05
LIHC,CNV,0.521978021978022,0.0952380952380952,0.980769230769231,0.33646482596711,0.666666666666667,0.0952380952380952,0.166666666666667,0.726027397260274,0.102091020910209,Fold1.Rep06
LIHC,CNV,0.595283018867925,0.15,0.905660377358491,0.307699713478711,0.375,0.15,0.214285714285714,0.698630136986301,0.0684454756380511,Fold2.Rep06
