cancer,omics,ROC,Sens,Spec,AUC,Precision,Recall,F,Accuracy,Kappa,Resample
COAD,CNV,NA,0.2,0.791666666666667,NA,0.166666666666667,0.2,0.181818181818182,0.689655172413793,-0.00772200772200763,Fold1.Rep01
COAD,CNV,NA,0.333333333333333,0.791666666666667,NA,0.230769230769231,0.333333333333333,0.272727272727273,0.719298245614035,0.105882352941177,Fold2.Rep01
COAD,CNV,NA,0.2,0.755102040816326,NA,0.142857142857143,0.2,0.166666666666667,0.661016949152542,-0.0387323943661969,Fold3.Rep01
COAD,CNV,NA,0.8,0.625,NA,0.307692307692308,0.8,0.444444444444444,0.655172413793103,0.260204081632653,Fold4.Rep01
COAD,CNV,NA,0.444444444444444,0.8125,NA,0.307692307692308,0.444444444444444,0.363636363636364,0.754385964912281,0.21764705882353,Fold5.Rep01
COAD,CNV,NA,0.555555555555556,0.8125,NA,0.357142857142857,0.555555555555556,0.434782608695652,0.771929824561403,0.30028328611898,Fold1.Rep02
COAD,CNV,NA,0.4,0.591836734693878,NA,0.166666666666667,0.4,0.235294117647059,0.559322033898305,-0.00524246395806034,Fold2.Rep02
COAD,CNV,NA,0.333333333333333,0.75,NA,0.2,0.333333333333333,0.25,0.684210526315789,0.0655737704918033,Fold3.Rep02
COAD,CNV,NA,0.4,0.854166666666667,NA,0.363636363636364,0.4,0.380952380952381,0.775862068965517,0.244488977955912,Fold4.Rep02
COAD,CNV,NA,0.1,0.854166666666667,NA,0.125,0.1,0.111111111111111,0.724137931034483,-0.0497737556561086,Fold5.Rep02
COAD,CNV,NA,0.3,0.8125,NA,0.25,0.3,0.272727272727273,0.724137931034483,0.104247104247104,Fold1.Rep03
COAD,CNV,NA,0.4,0.73469387755102,NA,0.235294117647059,0.4,0.296296296296296,0.677966101694915,0.105347166799681,Fold2.Rep03
COAD,CNV,NA,0.5,0.791666666666667,NA,0.333333333333333,0.5,0.4,0.741379310344828,0.243478260869565,Fold3.Rep03
COAD,CNV,NA,0.333333333333333,0.729166666666667,NA,0.1875,0.333333333333333,0.24,0.666666666666667,0.0474934036939313,Fold4.Rep03
COAD,CNV,NA,0.333333333333333,0.854166666666667,NA,0.3,0.333333333333333,0.315789473684211,0.771929824561403,0.179401993355482,Fold5.Rep03
COAD,CNV,NA,0.444444444444444,0.75,NA,0.25,0.444444444444444,0.32,0.701754385964912,0.147757255936675,Fold1.Rep04
COAD,CNV,NA,0.5,0.791666666666667,NA,0.333333333333333,0.5,0.4,0.741379310344828,0.243478260869565,Fold2.Rep04
COAD,CNV,NA,0.4,0.791666666666667,NA,0.285714285714286,0.4,0.333333333333333,0.724137931034483,0.165467625899281,Fold3.Rep04
COAD,CNV,NA,0.333333333333333,0.770833333333333,NA,0.214285714285714,0.333333333333333,0.260869565217391,0.701754385964912,0.0849858356940512,Fold4.Rep04
COAD,CNV,NA,0.1,0.795918367346939,NA,0.0909090909090909,0.1,0.0952380952380952,0.677966101694915,-0.100098135426889,Fold5.Rep04
COAD,CNV,NA,0.6,0.6875,NA,0.285714285714286,0.6,0.387096774193548,0.672413793103448,0.200290275761974,Fold1.Rep05
COAD,CNV,NA,0.333333333333333,0.729166666666667,NA,0.1875,0.333333333333333,0.24,0.666666666666667,0.0474934036939313,Fold2.Rep05
COAD,CNV,NA,0.333333333333333,0.791666666666667,NA,0.230769230769231,0.333333333333333,0.272727272727273,0.719298245614035,0.105882352941177,Fold3.Rep05
COAD,CNV,NA,0.3,0.816326530612245,NA,0.25,0.3,0.272727272727273,0.728813559322034,0.107750472589792,Fold4.Rep05
COAD,CNV,NA,0.2,0.791666666666667,NA,0.166666666666667,0.2,0.181818181818182,0.689655172413793,-0.00772200772200763,Fold5.Rep05
COAD,CNV,NA,0.3,0.854166666666667,NA,0.3,0.3,0.3,0.758620689655172,0.154166666666667,Fold1.Rep06
COAD,CNV,NA,0.3,0.75,NA,0.2,0.3,0.24,0.672413793103448,0.0417391304347827,Fold2.Rep06
COAD,CNV,NA,0.111111111111111,0.729166666666667,NA,0.0714285714285714,0.111111111111111,0.0869565217391304,0.631578947368421,-0.130311614730878,Fold3.Rep06
COAD,CNV,NA,0.444444444444444,0.816326530612245,NA,0.307692307692308,0.444444444444444,0.363636363636364,0.758620689655172,0.220729366602687,Fold4.Rep06
COAD,CNV,NA,0.4,0.791666666666667,NA,0.285714285714286,0.4,0.333333333333333,0.724137931034483,0.165467625899281,Fold5.Rep06
COAD,CNV,NA,0.333333333333333,0.729166666666667,NA,0.1875,0.333333333333333,0.24,0.666666666666667,0.0474934036939313,Fold1.Rep07
COAD,CNV,NA,0.4,0.708333333333333,NA,0.222222222222222,0.4,0.285714285714286,0.655172413793103,0.0822784810126581,Fold2.Rep07
COAD,CNV,NA,0.4,0.816326530612245,NA,0.307692307692308,0.4,0.347826086956522,0.745762711864407,0.193254329990884,Fold3.Rep07
COAD,CNV,NA,0.3,0.833333333333333,NA,0.272727272727273,0.3,0.285714285714286,0.741379310344828,0.128256513026052,Fold4.Rep07
COAD,CNV,NA,0.444444444444444,0.75,NA,0.25,0.444444444444444,0.32,0.701754385964912,0.147757255936675,Fold5.Rep07
COAD,CNV,NA,0.2,0.8125,NA,0.181818181818182,0.2,0.19047619047619,0.706896551724138,0.0120240480961924,Fold1.Rep08
COAD,CNV,NA,0.3,0.729166666666667,NA,0.1875,0.3,0.230769230769231,0.655172413793103,0.0235690235690237,Fold2.Rep08
COAD,CNV,NA,0.444444444444444,0.791666666666667,NA,0.285714285714286,0.444444444444444,0.347826086956522,0.736842105263158,0.192634560906516,Fold3.Rep08
COAD,CNV,NA,0.333333333333333,0.770833333333333,NA,0.214285714285714,0.333333333333333,0.260869565217391,0.701754385964912,0.0849858356940512,Fold4.Rep08
